,description,points,price,variety,country,tag,variable
361,"A blend of Rkatsiteli and Mtsvane, this light-straw-colored wine has aromas of peach and freesia. It is very soft on the palate, with refreshing flavors of melon, clementine and passion fruit. The citrus finish offers a surprising touch of white chocolate.",88,13.0,White Blend,Georgia,best reviews,country
362,"Juicy red plums and cherries, vanilla and smoke are pleasant on the nose and palate of this Bordeaux-style red from Istria, but gain freshness and verve from layers of bramble, menthol and fresh herbs. Full bodied with exceptionally integrated tannins that are soft and round, it's a big surprise at $13.",88,13.0,Bordeaux-style Red Blend,Croatia,best reviews,country
363,"A blend of two grapes native to Georgia, this wine offers aromas of blueberry, clove and anisette. Its subtle sweetness provides a palate for flavors of blackberry, licorice, blueberry, cinnamon and nutmeg. Tannins seem soft from first sip to finish, yet a sense of chalkiness remains on the post palate, even outlasting closing notes of mint and tart cherry.",88,22.0,Red Blend,Georgia,best reviews,country
364,"Deep salmon in color, this wine offers a bouquet of cantaloupe and nectarine. It is bright on entry, with full mouthfeel and flavors of pineapple, grapefruit and white peach that culminate in a bright citrus finish.",88,15.0,Rosé,Armenia,best reviews,country
365,"Initial aromas of vanilla wafer give way to pear scents and minerality. This wine has creamy weight but acidic cut and pulse along with melon, vanilla and lightly oaked flavors. Honey, vanilla and a touch of pithy bitterness compete with melony notes on the finish.",88,20.0,Chardonnay,Brazil,best reviews,country
366,"This dry Riesling offers rich floral aromas of lilies and freesia. Soft floral notes continue on the palate, where they are joined by stronger flavors of citrus, honey and roasted hazelnut.",88,15.0,Riesling,Czech Republic,best reviews,country
367,"Tart sour-cherry and preserved plum flavors add freshness to this bold, spicy blend of three Croatian grape varieties. Ruddy hints of chocolate, hay and leather combine with bold tannins on the midpalate, driving the finish that's surprisingly delicate and chalky.",87,19.0,Red Blend,Croatia,best reviews,country
368,"Vanilla, cherry and violet on the nose lead into flavors of black fruit, spices and pepper in this balanced, crisp red. Complex but refreshing, with a food-friendly character. Pair with lamb, cheeses.",87,18.0,Red Blend,Cyprus,best reviews,country
369,"Delicious scents of honey, apples and petrol lead to a luscious, full-bodied palate full of smoke and honey with a gripping lime skin astringency on the finish. Rich in honey tones, yet quite dry, the palate is balanced with a bracing acidity.",87,16.0,Riesling,Slovakia,best reviews,country
370,"Made from Xynisteri, a white Cypriot variety, this fresh, fruity wine is both easydrinking and food friendly. The nose offers citrus, flowers and melon, with like flavors that are both light and balanced. A terrific warm weather sip.",87,15.0,White Blend,Cyprus,best reviews,country
371,"This elegant Cypriot white from the monastery of Chrysorroyiatissa offers a blend of complexity and freshness. The clean, lush fruit and citrus flavors are balanced with fresh acidity and a touch of floral sweetness. An intriguing white with class.",87,11.0,White Blend,Cyprus,best reviews,country
372,"This Chardonnay has an appealing nose that's both fruity and toasty, with complex, lush flavors of Chardonnay fruit, vanilla and toasted wood. A spirited but elegant wine that will pair well with poultry, cheeses or richer fish.",87,15.0,Chardonnay,Macedonia,best reviews,country
373,"This garnet-colored Pinot Noir is named after Alexander the Great—The Macedon. It has aromas of cherry and vanilla and bright top notes of fresh red raspberry. Medium bodied, it delivers fresh flavors of cranberry and cherry in the finish.",87,15.0,Pinot Noir,Macedonia,best reviews,country
374,"Aromas of caramel, toffee and lemon zest set the scene for flavors of peach and white pears with a touch of toffee. It is round in the mouth with a nice balance of fruit and caramel flavors on the finish.",87,15.0,Sauvignon Blanc,Czech Republic,best reviews,country
375,"This Merlot-Cabernet-Vranec blend offers an appealing, easydrinking array of warming spice, dark berries and spice on the nose and palate. Full in the mouth with a fruity character backed by acid and spice, it will pair well with veal or pork.",86,16.0,Red Blend,Macedonia,best reviews,country
376,"Gritty, tarry cassis, licorice and toasted oak flavors lead to a full but grabby palate. This blend of 60% Cabernet Sauvignon and 40% Petit Verdot deals dark, toasty, peppery black-fruit flavors in front of an oaky, spicy finish with firm tannic bite.",86,17.0,Red Blend,Peru,best reviews,country
377,"Earthy, warm and ripe on the bouquet, with a baked element but also fruit that holds its form. Full but not overdone in the mouth, with restrained berry, plum and caramel flavors. Not pushy; subdued on the finish. Petit Verdot, Malbec and Tannat.",86,20.0,Red Blend,Peru,best reviews,country
378,"This aged Riesling is medium gold colored, with pleasant aromas of lemon peel and petrol. It is round and generous on the palate, with flavors of lemon custard and green olive tapenade. The finish is long, with lingering flavors of lemon pith.",86,22.0,Riesling,Serbia,best reviews,country
379,"At first, this blend of Cabernet Sauvignon, Tannat and Syrah smells so baked and oaky that it seems overripe. In the mouth, the tannins are like sandpaper, while oaky flavors of rooty, baked berry fruits end timid, with a heavy slathering of residual barrel flavors.",85,68.0,Red Blend,Peru,best reviews,country
380,This has aromas of citrus blossom and lemon pith. There are flavors of green apple and pear in the mouth with an acidic finish.,85,9.0,Chardonnay,Ukraine,best reviews,country
381,"Roasted and earthy smelling, with a pinch of iodine and even a whiff of bacon or ham. Rich, full and a touch sticky on the tongue, with baked berry and chocolate flavors. Mellow and sweet on the back end. 100% Malbec.",85,15.0,Malbec,Peru,best reviews,country
382,"This white blend offers a full nose of vanilla and spice, followed by full-bodied flavors that are both fruity and spicy. Pair with salads, cheeses or sip alone on a hot day.",85,15.0,White Blend,Macedonia,best reviews,country
383,"This ruby-garnet wine has a touch of oxidation on the nose with flavors of blackberry, black plum and black cherry in the mouth. It's not perfectly harmonious in the midpalate but there's a fair bit of acidity in the finish that makes it refreshing.",84,9.0,Merlot,Ukraine,best reviews,country
384,This wine has aromas of pomegranate juice and dried cherry. Flavors suggest pomegranate juice and tart cherry conserves.,84,6.0,Merlot,Ukraine,best reviews,country
385,"Radiator dust and Animal Cracker aromas are not typical of Sauvignon Blanc. On the palate, this opens with mild citric notes but quickly shifts to flatness. Pithy orange and apricot flavors finish yeasty, with a distant hint of citrus zest.",84,14.0,Sauvignon Blanc,Peru,best reviews,country
386,"Lavender and ripe black-cherry aromas are enticing on this Pinot Noir. Dry and full bodied, it doesn't have a lot of concentration, but it's softly fruity, with hints of soil and autumn leaf.",84,15.0,Pinot Noir,Macedonia,best reviews,country
387,"This medium-bodied rosé has aromas of strawberries and rose petals, and flavors of cherry, strawberry and tart cherry. The finish is clean, with a slight touch of residual sweetness on the palate.",84,6.0,Rosé,Ukraine,best reviews,country
388,"Wispy hints of stonefruit and clementine mingle with savory notes of nettle and dried herb on this characteristically grassy, brisk Sauvignon Blanc. The palate is delicately flavored, with a dusty mineral note that lingers.",84,16.0,Sauvignon Blanc,Czech Republic,best reviews,country
389,"A soft blackberry, vanilla and plum nose is followed by a rustic mélange of dried tea, berry and spice flavors in this Merlot. Tannins are firm and the overall flavors good, but the wine needs a little more cohesion.",83,38.0,Merlot,Switzerland,best reviews,country
390,"The bouquet of this wine shows condensed fruit notes of green apple and lemon pith, with a slight nuance of vanilla on the nose. Full bodied and creamy on the palate, it exhibits balanced acidity on the finish.",90,21.0,White Blend,Switzerland,worst reviews,country
391,"Aromas of pink grapefruit, grass and coriander seed open the palate of this wine. Passion fruit, apricot, green apple and freshly chopped parsley mark the palate, with a touch of iodine on the finish.",90,12.0,Sauvignon Blanc,India,worst reviews,country
392,"White flowers, eucalyptus and a slight whiff of petrol greet the nose. In the mouth, it is all about green olive, white peach and green apple. The finish is soft and elegant.",89,20.0,Riesling,Serbia,worst reviews,country
393,"This wine has a bouquet of tart cherry with a whiff of petrol. Soft in the mouth, it has flavors of slightly tangy cherry cobbler, cinnamon and nutmeg, with a balanced, persistent finish.",89,160.0,Pinot Noir,Switzerland,worst reviews,country
394,"This non vintage white blend is composed of 50% Auxerrois, 40% Pinot Blanc, and 10% Pinot Gris. It has green apple and lemon pith aromas, lemon curd, apple juice and pastry flavors and a creamy finish.",89,16.0,White Blend,Luxembourg,worst reviews,country
395,"A nose of cut herbs and just-mown grass backed by notes of white peach barely prepares the taste buds for full-on citrus flavors of lemon, grapefruit and orange peel. It is bright and zesty on the palate, and the finish offers an unexpected but pleasant jolt of eucalyptus.",89,12.0,Sauvignon Blanc,India,worst reviews,country
396,"This sparkling wine has vanilla bean, freshly baked brioche, Granny Smith apple and Bartlett pear aromas. It has a very nice mousse and flakey pie crust, lemon zest and pear flavors.",89,26.0,Sparkling Blend,Luxembourg,worst reviews,country
